Risk,AI,Elevation,ET,GDP,GSH,GSS,Population,Precipitation,Slope,Soil_OC,Temperature,TWI,Urban,WTD,Longitude,Latitude,airport,Finishing_textiles,Firefighting_training,Landfill,Manufacture_articles,Manufacture_fabricated_metal,Manufacture_organic_basic,Manufacture_petroleum,Manufacture_plastics,Manufacture_pulp_paper,Manufacture_rubber,Military,PFAS_production,Sewerage,Tanning_dressing,WWTP
0,9805,71.5,1017,31920430,4,5,665,103,0.294757962,49.45999908,21.10000038,0,1,-3.234912642,11.72916667,45.6875,20050,44775,400255,19545,6104,212320,345685,102739,213155,6189,107000,27490,30508,19074,34002,3421
0,9819,71,1014,21257876,4,5,1083,103,0.335624784,,21.10000038,0,1,-2.960250248,11.7375,45.6875,20556,44131,400134,18904,6240,212963,346230,103378,212529,5542,107634,26843,31074,19716,34647,3983
0,9715,68,1015,25651380,4,5,1183,101,0.293493927,,21.10000038,0,1,-0.503547723,11.77083333,45.6875,22652,41559,399659,16341,4454,215538,348411,105936,210024,2960,110170,24254,33369,22287,37225,5711
0,9635,63,1015,21148954,4,5,340,101,0.459075004,49.27000046,21.10000038,-1,1,-0.366216526,11.79583333,45.6875,22301,39632,399315,14426,2651,217470,350050,107037,208146,1044,112074,22312,35117,24218,39160,5393
0,9603,61.5,1014,16347195,4,5,428,101,0.375086635,,21,0,1,-3.128099489,11.8125,45.6875,21006,38347,399091,13154,1635,218758,351144,106812,206895,409,113344,21017,36294,25506,40450,5562
0,9123,41.5,1021,7301670,4,5,120,100,0.391322553,49.09999847,20.79999924,-1,0,-3.051804379,12.0375,45.6875,3538,21126,396491,5250,8201,235584,366030,105326,190054,8353,112129,3544,52729,30639,56115,5243
1,9091,39.5,1026,1854430.75,5,5,41,102,0.372537315,48.91999817,20.89999962,0,0,-0.305180438,12.1125,45.6875,2317,15510,395802,5032,12692,230235,371037,105483,184463,13841,106366,2296,58345,26945,61472,8046
0,9074,39,1025,17845568,5,5,453,101,0.295000017,48.95000076,20.89999962,-1,0,-1.724269474,12.12083333,45.6875,2961,14896,395731,4460,12151,229642,371595,105520,183843,14467,105726,2941,58972,26582,62072,8476
0,8905,25,1034,32310128,5,5,113,100,0.309369445,48.90999985,21,-1,1,-4.928664073,12.19583333,45.6875,4349,9567,395143,906,8020,224317,376625,106039,178267,20163,99970,8763,64630,23866,67516,7559
0,8843,24,1034,32310128,5,5,961,100,0.239101961,48.90999985,21,-1,1,-0.473029679,12.20416667,45.6875,4414,9012,395083,588,7697,223727,377185,106116,177649,20800,99331,9410,65261,23635,68125,6987
0,7749,6.5,1091,1199545.875,4,5,313,50,0.207210928,62,18.10000038,-4,0,-0.473029679,-0.3625,45.67916667,4197,187937,207651,999,36663,302961,109718,75690,69448,36588,86150,53342,343732,84213,517664,21721
0,9889,413.5,1026,,2,1,16,71,2.341508389,87,16,-6,0,-61.96688792,0.804166667,45.67916667,35555,139306,149229,27841,21660,309927,102456,128729,94227,21305,44710,140116,312204,38511,511546,38494
0,9864,408.5,1026,,2,1,24,71,2.573830128,87,16,-9,0,-41.15358206,0.8125,45.67916667,35028,138986,148923,27577,21586,310076,102686,129261,94288,21289,44333,140752,311557,37918,511565,37902
0,10401,573.5,1038,,2,1,34,82,3.769587755,87,15.69999981,-9,0,-83.02433814,1.604166667,45.67916667,38758,120902,131400,30718,62993,327132,137075,183341,117671,33194,50736,164592,250091,30741,517319,30864
0,10373,578,1037,,2,1,34,82,3.466677189,87,15.69999981,-11,0,-57.34340429,1.6125,45.67916667,39308,120861,131353,31171,63601,326488,137535,183936,118065,33803,51192,164365,249444,31305,517421,31427
0,7915,225,1094,10619897,4,5,372,80,0.257878095,62,18,1,1,-0.518806744,4.979166667,45.67916667,5989,10297,38237,4412,17621,69285,11933,9172,10341,18060,5663,43720,12336,14103,490261,10224
0,7966,228,1090,708822.3125,4,4,498,80,0.27842772,45,18,-1,1,-0.015259022,4.9875,45.67916667,6308,10929,38485,4363,17822,68684,12562,9820,10987,18255,5733,43324,12963,14441,489614,10866
0,10755,224,1016,6328138.5,3,3,492,99,3.06252408,,19,-12,0,-0.274662394,8.645833333,45.67916667,8370,16998,302063,11938,20238,33896,144706,29029,161336,14320,16751,57005,88460,25763,205635,9758
0,10114,212,1066,17978598,5,5,29,109,1.711384296,,20.29999924,-5,1,-9.262226291,9.595833333,45.67916667,8437,9409,375640,4963,64597,50051,213076,48639,222324,19521,6286,58962,114390,3391,131884,10014
0,8161,316.5,1028,11370472,2,1,469,89,9.516435623,67.75,19.10000038,-45,0,-0.152590219,10.40416667,45.67916667,28412,38048,431550,7659,17390,110500,265098,16365,262822,10764,21641,29273,77754,25322,69165,26830
0,9655,180.5,1031,12476584,3,3,314,103,4.503062248,,20.79999924,-5,0,-0.015259022,11.37083333,45.67916667,17046,31783,405578,2850,26210,184764,323130,75204,240398,3635,79727,55333,14111,9079,7276,4516
0,10037,110,1042,7536198.5,4,4,28,106,0.617888331,50.45000076,21.5,-1,1,-0.335698482,11.45416667,45.67916667,13139,34575,403955,6567,19889,191192,328432,81545,234102,7718,85981,48860,14980,2938,13148,3065
0,10167,93,1039,11693430,4,4,631,107,0.670618176,,21.60000038,-2,0,,11.50416667,45.67916667,11925,36702,403032,9856,16156,195050,331632,85360,230329,11295,89749,44977,16730,2147,16883,2015
0,10161,89.5,1037,11845211,4,4,329,106,1.360923529,60.84999847,21.60000038,-1,0,,11.5375,45.67916667,11777,38274,402437,12244,13714,197622,333772,87906,227815,13773,92266,42387,18267,4324,19406,4156
0,10153,91.5,1036,21201342,4,4,529,106,0.632341087,60.84999847,21.60000038,-1,0,-5.706874189,11.54583333,45.67916667,11829,38685,402291,12853,13113,198265,334308,88544,227187,13887,92896,41740,18688,4931,20039,4762
0,9949,63,1015,1687354.75,4,5,414,102,0.235609725,58.06000137,21.20000076,0,0,-2.090486,11.67916667,45.67916667,16546,46004,400097,17732,5281,208558,342932,98757,217148,5787,103008,31384,26690,15107,30251,1349
0,9898,61,1015,14730089,4,5,301,102,0.241553068,49.65000153,21.20000076,0,0,-3.906309606,11.69583333,45.67916667,17482,47000,399842,18471,4999,209845,344016,100036,215894,5354,104276,30090,27800,16396,31534,956
0,9550,54,1014,29363808,4,5,170,101,0.202190563,48.95000076,21.10000038,0,1,,11.82916667,45.67916667,19722,37197,397957,11723,430,220142,352733,105688,205886,304,114441,19737,37120,26725,41409,5196
0,9087,36,1020,7269390.5,4,5,18,99,0.341590166,48.59999847,20.79999924,-2,0,-6.149385824,12.0375,45.67916667,3584,21357,395571,4865,8006,235949,366508,104400,190313,7998,112265,3613,52477,29976,55740,4848
0,9104,35.5,1018,8674263,4,5,32,99,0.421822548,48.59999847,20.79999924,-1,0,-1.373311971,12.04583333,45.67916667,2949,20734,395490,5479,8647,235354,367063,104401,189692,8611,111625,2982,53102,29522,56334,5460
0,7815,4,1076,23755150,4,4,264,45,0.312432766,62,17.70000076,-1,0,-0.152590219,-0.920833333,45.67083333,6221,170878,242972,25862,79924,308402,136668,79281,78496,79854,89927,24850,317750,88871,525664,13179
0,9833,395,1027,,2,1,9,70,2.179013729,87,16.10000038,-2,0,-43.47295338,0.804166667,45.67083333,36097,140112,150046,27001,22579,309026,103323,128202,93305,22231,45463,140289,311879,38889,510620,38875
0,10005,418.5,1023,,2,1,24,71,3.84103322,87,15.89999962,-5,0,-32.66956588,0.8375,45.67083333,34046,138854,148843,25995,22403,309632,104256,130346,93574,22285,44017,142833,309651,36552,510699,36542
0,9995,416,1022,,2,1,24,71,2.112214088,87,15.89999962,-4,0,-35.79766537,0.845833333,45.67083333,33545,138545,148548,25779,22406,309787,104498,130884,93653,22345,43672,143469,309004,35973,510721,35964
0,10112,432.5,1018,,2,1,22,72,2.284628391,87,15.89999962,-2,0,-48.17273213,0.870833333,45.67083333,32073,137633,147675,25218,22525,310259,105244,132505,93916,22637,42678,145378,307063,34251,510793,34246
0,6539,344,1093,1103182.5,2,1,32,78,0.899542093,45,17.29999924,-1,0,-6.775005722,4.170833333,45.67083333,17467,43052,59649,16342,59862,129868,51343,53638,18537,42673,62831,96341,50935,24604,553031,9026
1,7346,163,1116,31024436,4,4,565,77,0.14805226,45,18.60000038,-10,1,-5.477988861,4.845833333,45.67083333,9886,3259,34746,2142,16741,79309,3982,1395,1609,17202,12027,51390,4418,13488,500653,2273
0,7766,205,1102,26483092,4,5,541,80,0.255113393,45,18.29999924,-2,1,-0.305180438,4.929166667,45.67083333,6376,6952,36066,2743,15968,73240,8583,5336,6633,16434,7500,46908,9031,13493,494186,6649
0,8098,237,1086,17081660,4,5,169,81,0.5200001,45,17.89999962,-2,1,-5.203326467,5.004166667,45.67083333,7805,12407,38170,5442,17438,67840,14048,11137,12367,17853,6951,43304,14459,15930,488366,10443
0,8153,247.5,1089,10061048,4,4,152,81,0.463992357,62,17.89999962,-2,1,-0.228885328,5.020833333,45.67083333,7677,13661,38741,5883,18007,66650,15298,12430,13652,18406,7467,42569,15703,16700,487073,9159
0,9020,221,1093,4163395.25,3,3,101,87,0.24989976,62,18.29999924,-8,0,,5.329166667,45.67083333,20203,37363,54064,17571,36107,45636,38957,36372,26320,32859,20164,35307,39317,9626,463143,9669
0,13191,1084,968,,1,1,6,107,17.12724495,87,13.39999962,7,0,-0.366216526,6.195833333,45.67083333,24798,58042,114463,20308,24883,39657,61439,89978,87096,25015,86189,75961,106496,24875,395875,11294
0,10153,87,1040,1214477.5,4,4,26,106,0.608583868,50.75999832,21.60000038,-1,1,-1.327534905,11.49583333,45.67083333,11146,35571,402282,9735,16523,194517,331623,84556,231180,11033,88903,45651,15600,1032,16514,890
0,10197,80.5,1037,5603693,4,4,78,106,0.486196339,59.20999908,21.60000038,-2,0,-3.921568627,11.5125,45.67083333,10915,36344,401980,10854,15271,195802,332690,85832,229924,12225,90163,44358,16338,2181,17752,2011
0,10192,78.5,1036,7384379.5,4,4,7,105,0.568755686,69.41999817,21.60000038,-2,0,-0.152590219,11.52083333,45.67083333,10855,36742,401830,11427,14647,196445,333224,86470,229296,12828,90794,43711,16732,2803,18374,2632
0,10191,81,1033,7384379.5,4,4,524,105,0.457761198,,21.60000038,-2,0,-5.172808423,11.52916667,45.67083333,10834,37147,401682,12008,14026,197088,333758,87108,228668,13435,91425,43064,17141,3435,18997,3264
0,10142,82.5,1033,15944083,3,3,505,105,0.867205739,,21.60000038,-1,1,-0.396734569,11.5625,45.67083333,11134,38832,401098,13943,11569,199660,335900,89662,226157,12345,93952,40476,18913,5996,21506,5825
0,10140,79,1033,20433130,4,5,36,105,1.146779299,,21.60000038,-1,1,-0.030518044,11.57083333,45.67083333,11301,39269,400955,13986,10965,200303,336436,90300,225530,11740,94584,39829,19385,6640,22136,6469
0,10144,74.5,1030,6937063.5,4,5,166,105,0.42628485,43.38999939,21.5,-1,0,-0.427252613,11.5875,45.67083333,11736,40159,400671,14162,9773,201588,337510,91578,224275,10544,95850,38535,20358,7929,23399,7759
0,9919,57.5,1015,5462229.5,4,5,36,103,0.46979636,43.16999817,21.20000076,-1,0,-0.061036088,11.69583333,45.67083333,16873,46420,398933,17735,4077,209949,344523,99897,216130,4457,104092,30129,27345,16332,31670,298
0,9689,59,1017,1717512.25,4,5,269,100,0.38256669,,21.10000038,0,1,-0.198367285,11.75416667,45.67083333,20558,43098,398073,17451,5089,214452,348322,104383,211752,4751,108543,25605,31401,20862,36078,4754
0,9094,32,1019,25214702,5,5,170,99,0.271419644,49.18000031,20.89999962,-2,0,-0.122072175,12.00416667,45.67083333,6314,24101,394989,2114,5329,233760,364774,103509,193059,5247,114966,6349,49735,31249,52996,2098
0,9070,30.5,1018,11116224,5,5,93,98,0.335075915,,20.79999924,-2,0,-3.845273518,12.0375,45.67083333,3858,21625,394652,4635,7916,236317,366987,103473,190576,7737,112409,3907,52240,29327,55377,4609
0,9059,30,1018,4819527,5,5,69,98,0.220924407,48.68999863,20.79999924,-1,0,-0.534065766,12.04583333,45.67083333,3277,21010,394571,5276,8563,235723,367541,103474,189956,8369,111769,3332,52868,28863,55976,5249
0,9011,27.5,1029,18873804,5,5,737,101,0.425128698,49,20.89999962,0,0,-5.401693751,12.14583333,45.67083333,4524,13861,393682,1960,11875,228620,374210,103810,182526,16051,104106,5150,60434,23972,63234,10403
0,7898,7,1066,4691286.5,4,4,167,46,0.220924407,62,17.70000076,-1,0,-0.24414435,-0.9125,45.6625,6032,171960,242953,26855,79257,307617,136879,78179,79037,79188,88833,25888,317314,87770,524605,13773
0,7849,8,1075,13687.45215,4,4,27,47,0.373439848,62,17.79999924,-1,0,-2.090486,-0.570833333,45.6625,19693,181932,221433,15433,52711,302851,119896,72595,71404,52642,83486,40758,332375,81841,518727,11189
0,7768,20,1091,1411744.375,3,3,37,52,0.763781667,62,18.10000038,-9,0,-0.747692073,-0.204166667,45.6625,8820,191543,199605,13410,24248,300398,106015,77157,73598,24175,87009,65253,350155,84899,513994,23263
0,7398,52.5,1094,9718686,3,3,81,50,1.502642751,62,18,-8,0,-0.045777066,0.254166667,45.6625,7840,165971,174895,3314,2337,301299,97809,95485,89844,11626,78725,98871,348806,79907,510436,9559
0,9562,358.5,1031,,2,1,9,68,1.737523556,62,16.29999924,-3,0,-27.45098039,0.779166667,45.6625,38212,141880,151783,27083,23810,307682,103534,126077,92225,23306,47353,138563,313068,41041,509644,41027
0,10092,435,1020,,2,1,12,72,2.596132278,87,15.89999962,-3,0,-46.73838407,0.845833333,45.6625,34143,139361,149374,24904,23332,308887,105357,130373,92734,23267,44462,143644,308630,36401,509795,36395
0,10010,407.5,1023,,2,1,13,72,3.844487667,87,16,-7,0,-50.11062791,0.904166667,45.6625,30855,137277,147379,23775,23844,310012,107130,134185,93416,24158,42288,148095,304512,32473,509974,32477
0,10119,378.5,1032,,2,2,37,75,2.055675507,62,16.39999962,-13,0,-18.9517052,1.204166667,45.6625,22355,128514,138968,24010,36600,316810,118543,154430,100192,13183,38260,171045,281219,17624,511581,17726
0,9990,352,1039,,2,1,17,73,4.447197914,62,16.70000076,-20,0,-0.701915007,1.4375,45.6625,29947,124262,134811,25368,51845,323218,129597,170744,108726,22527,44254,171266,263102,21944,513617,22084
0,10427,579,1039,,2,1,30,82,4.590010643,87,15.69999981,1,0,-60.65461204,1.604166667,45.6625,39769,122751,133248,32078,63656,327329,138387,182619,116204,33876,52076,166327,250161,31704,515488,31830
0,10202,650.5,1026,,2,1,16,85,5.529551506,110,15.39999962,-9,0,-76.55451286,1.7625,45.6625,50416,122548,132896,41288,72862,315099,147290,194038,124164,45451,61127,162431,237867,42573,517584,42687
1,7370,206,1100,14762180,4,4,597,78,0.32434833,45,18.10000038,-11,1,-0.366216526,4.754166667,45.6625,16424,8533,33746,7171,19406,86342,7547,8475,7597,19797,18754,57344,7522,9659,507815,7099
1,7565,195,1107,23898382,4,5,505,77,0.190643191,45,18.29999924,-2,1,-0.167849241,4.904166667,45.6625,7840,5924,34652,3745,15003,75387,7443,3732,5159,15475,9329,48890,7917,14085,496174,5362
1,7658,198,1103,6598996.5,4,5,505,78,0.245361567,45,18.29999924,-2,1,-0.045777066,4.9125,45.6625,7606,6400,34817,3596,14989,74784,7955,4322,5732,15460,8960,48459,8425,14159,495527,5895
1,8163,245.5,1085,5087050.5,4,4,97,81,0.373802066,62,17.89999962,-4,1,-5.447470817,5.0125,45.6625,8807,13295,37622,6508,16885,67615,14939,11878,13157,17287,8042,43700,15361,17060,487766,9719
0,8262,221.5,1107,6088673,3,3,144,83,0.328602523,62,18.29999924,-9,1,-1.174944686,5.1125,45.6625,7423,20815,41714,1814,21602,60590,22445,19602,20475,21903,7462,39889,22839,12684,480005,1981
0,8249,220,1109,8634632,3,3,128,82,0.518522024,45,18.29999924,-7,1,-0.350957504,5.120833333,45.6625,7660,21449,42102,2097,22073,60012,23078,20247,20511,22367,7625,39623,23471,12135,479358,1353
1,8232,214,1110,8634632,3,3,111,82,0.382074058,45,18.29999924,-5,1,,5.129166667,45.6625,7943,22085,42497,2518,22553,59436,23712,20893,20568,22840,7837,39366,24103,11596,478712,759
0,9992,113.5,1035,51620636,4,4,1095,105,0.582752109,,21.29999924,-2,0,-1.663233387,11.4125,45.6625,13452,31389,402960,6176,22714,188208,326843,78019,237688,6540,82390,52163,12353,5704,11000,5664
0,10042,104,1038,2355161.5,4,4,134,105,0.480180204,50.47999954,21.5,0,0,-0.045777066,11.4375,45.6625,12221,32321,402476,7140,20791,190135,328431,79931,235802,7775,84278,50224,12805,3764,12679,3934
0,10191,78.5,1037,20979396,4,4,285,105,0.530140758,,21.60000038,-1,1,-1.007095445,11.49583333,45.6625,10248,34824,401382,10258,16322,194631,332149,84399,231406,11447,88694,45698,14830,815,16818,669
0,10204,75.5,1036,280938.75,4,4,56,106,0.529792309,,21.60000038,0,0,-0.823987182,11.50416667,45.6625,10102,35215,401230,10785,15687,195274,332682,85038,230779,12019,89326,45051,15208,1446,17426,1287
0,10256,71,1032,9045461,4,4,47,105,0.613020658,68.87999725,21.60000038,-1,0,,11.52083333,45.6625,9930,36019,400929,11876,14419,196559,333748,86316,229524,13185,90591,43759,16016,2731,18648,2567
0,10247,71.5,1032,4241990.5,4,4,205,105,0.706797302,43.40999985,21.60000038,-1,0,-5.294880598,11.52916667,45.6625,9908,36432,400780,12436,13788,197201,334282,86956,228896,13777,91223,43112,16443,3377,19263,3211
0,10198,76,1031,16273656,5,5,40,106,0.417131782,,21.60000038,-1,1,-0.747692073,11.57083333,45.6625,10416,38594,400051,13064,10658,200414,336956,90154,225761,11434,94390,39881,18771,6610,22365,6443
0,10185,73,1030,37162852,5,5,55,106,0.424769998,,21.60000038,0,1,-1.434348058,11.57916667,45.6625,10634,39044,399909,13142,10041,201057,337492,90794,225134,10817,95024,39235,19268,7257,22990,7090
0,9940,57,1027,1966444.625,4,4,376,102,0.255002916,59.93999863,21.29999924,0,0,-1.083390555,11.6375,45.6625,12989,42341,398940,14511,5902,205557,341253,95278,220749,6658,99466,34714,22961,11789,27392,4339
0,9202,33,1013,8078546.5,5,6,56,99,0.220924407,,21,-1,1,-0.473029679,11.97083333,45.6625,9056,26847,394425,637,2798,231286,363051,102686,195806,2496,117671,9094,46994,31318,50252,656
0,9048,28,1018,11005139,5,5,564,98,0.270495176,48.77999878,20.79999924,-2,0,-1.663233387,12.0375,45.6625,4318,21928,393733,4586,7934,236435,367468,102547,190844,7582,112560,4381,52019,28694,55028,4549
0,8959,23,1029,4744551.5,5,5,26,100,0.270495176,,20.89999962,0,0,-2.273594263,12.14583333,45.6625,4087,14329,392761,2003,12567,229002,374682,102886,182804,15978,104268,5519,60243,23192,62930,10228
0,9947,392,1020,20365.04688,2,1,7,71,1.034874201,87,16,0,0,-20.69123369,0.854166667,45.65416667,34278,139876,149911,23816,24278,308145,106459,130410,91900,24262,44930,144460,307595,36284,508892,36283
0,10180,383.5,1042,,2,1,17,75,2.441689491,62,16.5,-18,0,-80.24719615,1.4375,45.65416667,30643,125175,135725,26244,52272,322361,130301,170363,107945,23083,45053,172110,263142,22673,512698,22814
0,10481,590.5,1038,,2,1,10,83,4.080652714,87,15.60000038,-3,0,-96.58960861,1.595833333,45.65416667,39771,123720,134221,32358,63408,327250,138594,181666,115075,33661,52323,167422,250848,31680,514471,31808
1,7269,159,1112,9686203,4,5,307,76,0.424769998,62,18.5,-5,1,-1.907377737,4.829166667,45.65416667,12078,5347,32775,4205,15488,81161,5642,3584,3710,15933,14151,53607,5994,11790,502043,4286
0,7902,231.5,1089,717668.9375,3,3,585,79,2.087522984,62,17.79999924,-2,1,-12.8938735,4.9625,45.65416667,8243,10118,35175,5606,14589,71546,11737,8290,9667,15033,8496,46713,12192,16048,491695,9754
0,10260,68,1036,15076800,4,4,81,106,0.458692878,69.08000183,21.60000038,-2,1,-1.022354467,11.50416667,45.65416667,9195,34485,400329,11335,15530,195392,333209,84892,231009,12469,89129,45117,14475,1846,17763,1741
0,10267,65,1036,15076800,4,4,35,106,0.382074058,68.98000336,21.60000038,-2,0,-0.24414435,11.5125,45.65416667,9078,34892,400177,11850,14889,196034,333741,85532,230382,13029,89762,44472,14891,2382,18362,2253
0,10285,64.5,1034,916437.3125,4,4,84,106,0.312432766,68.88999939,21.60000038,-1,0,-0.350957504,11.52083333,45.65416667,9006,35306,400027,12361,14248,196677,334274,86173,229755,13597,90396,43826,15322,2963,18964,2822
0,10278,66,1033,564129.4375,4,4,58,105,0.448309064,,21.60000038,-1,0,-0.137331197,11.52916667,45.65416667,8981,35727,399878,12240,13609,197319,334807,86813,229128,14171,91030,43181,15769,3566,19569,3419
0,10221,68,1029,9117752,4,5,81,105,0.38256669,43.13999939,21.60000038,0,1,-0.427252613,11.57916667,45.65416667,9777,38387,399005,12226,9793,201173,338013,90658,225369,10567,94839,39310,18697,7348,23247,7187
0,9176,34,1016,5196335.5,4,5,103,98,0.2187583,,21,0,1,-0.64087892,11.9375,45.65416667,11803,29595,393881,3388,1545,228818,361340,101932,198553,256,120378,11842,44253,30128,47508,195
0,8870,15,1033,41107992,6,6,275,100,0.255113393,48.70000076,20.89999962,-1,1,-0.24414435,12.17916667,45.65416667,1347,12803,391577,1625,11882,227036,377383,102210,180623,18549,101894,8251,62616,21061,65107,7549
0,8261,0,1071,17902354,5,6,55,95,0.24989976,55.74000168,21.10000038,0,1,,12.5875,45.65416667,30562,23710,389841,2982,28203,198669,404964,110329,150751,42210,70986,39353,94036,16622,95895,3750
0,10117,420.5,1022,253917.75,2,1,10,72,3.252120018,87,16,-3,0,-60.28839551,0.920833333,45.64583333,31378,138370,148513,21762,25940,308556,109351,134312,91831,26314,43430,149723,302691,32429,508182,32443
0,10122,383.5,1032,186771.2188,2,2,18,75,0.900493681,62,16.39999962,-4,0,-20.6301976,1.2125,45.64583333,24262,130093,140559,25616,38296,315273,120440,154165,98760,15057,40180,171999,280655,19292,509797,19399
0,10357,402.5,1039,351807.7813,2,1,17,76,1.442786455,62,16.39999962,-5,0,-62.50095369,1.404166667,45.64583333,29766,126541,137089,26181,50455,320526,129349,167620,105779,21726,44633,174030,265774,21994,511446,22137
0,10444,1111.5,926,,1,1,7,91,5.131137371,135,12.39999962,-2,0,-119.6154726,2.770833333,45.64583333,34666,148740,156566,30266,33977,237567,160118,162478,81717,33754,132179,157038,159678,34300,536167,7155
0,9279,999.5,941,1213817.875,2,1,13,86,4.150505066,135,12.89999962,-7,0,-5.859464408,2.9375,45.64583333,23851,138078,148209,20049,21052,224746,147181,149530,73289,20837,144545,158421,146745,23913,540647,18130
0,7273,201.5,1104,3099260.25,4,4,322,77,0.776373267,45,18.10000038,-21,0,-0.045777066,4.754166667,45.64583333,17318,9577,31902,8245,18014,86953,8824,9023,8400,18387,19572,58538,8876,7878,507915,8137
0,7216,161,1119,13486258,4,4,257,76,0.64965415,62,18.5,-11,1,-0.122072175,4.829166667,45.64583333,12720,6237,31852,5094,14652,81491,6568,4300,4587,15093,14722,54256,6920,11147,502094,5209
0,9493,214.5,1081,2968517.75,2,2,17,93,1.309073329,62,18.5,-47,0,-0.595101854,5.6875,45.64583333,15008,65350,76444,5130,39740,30495,39819,64316,50633,28757,46602,47199,67303,17468,435470,12340
0,10879,210,1050,99126656,5,5,2539,107,0.409212559,,20.10000038,-2,1,,9.145833333,45.64583333,22696,9297,340502,4340,32655,25851,181588,36392,194449,15524,4592,61410,92603,10711,166998,10716
0,9995,95.5,1038,9820604,2,2,284,104,3.523390293,,21.39999962,-6,0,-0.900282292,11.42083333,45.64583333,11676,30068,401003,8015,21890,189098,328444,78349,237513,8458,82602,51650,10667,5471,12603,5639
0,10265,61,1037,4551672,5,4,567,105,0.434204042,65.09999847,21.70000076,-1,0,-0.32043946,11.5125,45.64583333,8162,34180,399276,11624,14782,196157,334270,85397,230616,13509,89576,44558,14203,2951,18729,2858
0,10236,62,1033,47836488,5,5,1058,104,0.420437932,53.90999985,21.70000076,0,1,-3.677424277,11.55416667,45.64583333,8280,36360,398534,11150,11558,199367,336933,88606,227485,12319,92754,41337,16593,5711,21377,5567
0,9947,51,1029,8914635,4,4,441,102,0.183007911,49.88999939,21.39999962,-1,0,-1.266498817,11.62916667,45.64583333,11179,40645,397264,12565,5798,205146,341749,94386,221856,6571,98485,35548,21465,11336,26203,5628
0,9859,50,1019,1493998,4,4,266,100,0.28014645,67.94000244,21.20000076,0,0,-0.350957504,11.67916667,45.64583333,14157,43702,396465,14767,2178,209001,344976,98243,218108,2927,102313,31697,24944,15172,29623,2971
0,9650,46.5,1013,24973746,4,5,72,100,0.241553068,48.65999985,21.10000038,-1,1,-0.610360876,11.75416667,45.64583333,19243,43622,395341,17562,3229,214784,349838,103140,212495,3517,108063,25939,30350,20961,34502,3264
0,9228,34.5,1017,974326.875,4,5,842,98,0.169071108,55.81000137,21,0,0,-0.473029679,11.89583333,45.64583333,15172,32963,393458,6753,3959,225712,359093,101318,201922,3622,118947,15210,40885,29174,44177,3551
0,9107,32,1015,16195155,5,6,120,97,0.092667878,55.65999985,21,0,0,-0.381475547,11.95416667,45.64583333,10906,28650,392775,2804,2852,230214,362930,100913,197580,1477,119258,10954,45290,29316,48330,1427
0,8912,20.5,1023,19964142,5,6,335,98,0.166378081,48.59999847,20.79999924,0,0,-0.183108263,12.10416667,45.64583333,4648,18058,391271,5698,13323,232718,372859,100822,186454,12762,107793,4729,56714,23716,59271,9936
0,10149,398.5,1035,160535.3438,2,2,37,75,0.94938612,62,16.29999924,-4,0,-35.67559319,1.1875,45.6375,25060,131555,142004,27051,37497,313760,120140,152012,97126,16003,40895,170253,282643,20645,508693,20744
0,10109,390.5,1036,1285285.5,2,2,25,75,1.343514681,62,16.29999924,-4,0,-29.32784009,1.195833333,45.6375,25085,131360,141816,26858,37964,313972,120494,152591,97386,15970,40953,170890,281996,20478,508753,20580
0,10488,587.5,1035,,2,1,10,83,4.295442581,87,15.69999981,1,0,-71.16807813,1.6125,45.6375,41913,125485,135975,34611,64360,326105,140827,182169,114433,35635,54569,168714,249645,33810,512847,33940
0,7482,182,1105,19689218,4,5,230,76,0.255113393,45,18.29999924,-4,0,-0.061036088,4.879166667,45.6375,11183,7310,31503,6390,12483,78232,8411,4653,5896,12952,12720,52258,8870,13803,498266,6421
0,7568,192,1101,2738734.25,3,3,82,76,0.356758416,45,18.10000038,-4,0,-0.213626307,4.9125,45.6375,10275,8478,32143,6360,12209,75849,9861,5969,7395,12680,11392,50576,10338,16131,495679,7760
0,8305,272,1088,20132160,3,4,232,82,0.441842258,62,17.79999924,-5,0,-2.716105898,5.054166667,45.6375,10013,17320,36838,4139,16446,65892,18960,15645,17003,16773,5406,44404,19399,15840,484683,6897
0,10752,230.5,1023,39742276,5,5,92,95,0.628689766,,19.20000076,-4,1,-7.415884642,8.7125,45.6375,1436,11613,306833,9159,22874,33068,151429,22992,168286,11122,16047,60115,83880,19134,200682,7780
0,9441,241.5,1021,66856224,3,3,3152,101,1.079472423,,20.29999924,-42,0,-0.717174029,11.30416667,45.6375,18923,25843,402493,1792,25087,180255,321648,69247,246531,9564,73552,60767,11431,14441,8748,11377
1,10061,85.5,1037,33256392,4,4,485,104,0.541262329,,21.5,-7,0,-0.747692073,11.42916667,45.6375,10570,29605,399944,9134,21210,189869,329510,78853,237118,9585,83042,51098,9963,5344,13689,5501
0,10123,82.5,1039,33256392,4,5,399,106,0.404465497,,21.5,-5,0,-0.030518044,11.4375,45.6375,10101,29951,399782,9548,20562,190511,330037,79494,236491,9930,83677,50454,10193,4825,14195,4976
0,10302,64.5,1039,14806062,5,4,226,106,0.426478505,62.52999878,21.70000076,-1,1,-1.327534905,11.4875,45.6375,7841,32228,398835,11484,16675,194359,333209,83345,232732,12515,87489,46592,12220,3030,16922,3058
